comment_star,cus_comment
40,杨浦 五角场 办好事 路过 合生汇 广场 商场 二楼 不二 茶 天气 热 买杯 解解渴 点 一杯 台湾 梨山 冻顶 奶盖 招牌 产品 茶叶 味 浓郁 奶盖 香 店 卖 面包 各式各样 下次 买个 尝尝 
40,软包 茶 饮 现下 红火 微信 家 会员 体验 家 特色 水果 杯 酸 选择 半糖 芒果 朵朵 冰沙 云朵 芝士 看着 漂亮 口味 不错 记得 搅匀 剩下 芝士 没法 吃 
50,每一款 面包 饮料 颜值 高 老板 阔气 店员 门口 面包 试吃 买 芒芒 一杯 西瓜 既有 颜值 美味 一杯 西瓜 抹 茶 奶盖 不输 一点点 味道 浓郁 西瓜 冰沙 芒芒 感觉 芒果 味 浓郁 
50,五角场 刚开 这张 走过 广告 合生汇 实地考察 排队 价格 实惠 有事 错过 特意 赶到 座位 坐满 挑选 几个 喜欢 口味 外带 西点 确实 做 不错 味道 
50,这家 铺子 门口 大大的 欧巴 柜子 各种各样 欧巴 做 太 可爱 服务员 吆喝 品尝 欧巴 尝试 榴莲 欧巴 满满当当 榴莲 买个 榴莲 千层 分钟 冷柜 里 没货 入座 点 二杯 饮料 饮料 名字 太 拗口 杯子 欧巴 艳质 高 味道 店员 服务 超好 会来 问 榴莲 蛋糕 打包 帮 打包 送来 嘱咐 回家 冰箱 冷藏 坐 座位 充电 口 手机 饥 
50,榴莲 面包 好吃 榴莲 味 很重 算 不错 这家 啵 啵 撞奶 网红 奶茶 冰 杯子 里 冰块 珍珠 很甜 味道 感觉 块略贵 排队 排 很长 买 面包 草莓 面包 热销 下次 尝试 总体 好吃 
50,一到 合生汇 不二 茶铺 环境 环境 干净 坐满 服务 服务员 态度 还给 吃 试吃 榴莲 面包 好吃 宇治 抹 茶 鲜奶 茶 甜而不腻 入口 回味 股 淡淡的 奶香 适合 减肥 女性 喝 白毫 茉莉 奶盖 奶盖 少 喜欢 喝奶 盖 茉莉 茶 一股 茉莉 香 味道 回味无穷 
50,每次 必点 她家 霸王 榴莲 包 榴莲 夹心 超多 感觉 放进 一整只 榴莲 肉 她家 冻顶 茶 一鸣惊人 老婆 还点 杯 抹 茶 鲜奶 浓郁 抹 茶 香 特别 喝 超浓 喝 感觉 睡不着 很浓 下次 光顾 
40,下班 路过 总会 排队 终于 忍不住 排队 尝一尝 店员 免费 试吃 味道 很棒 造型 可爱 毫不犹豫 地买 两个 佩奇 草莓 回家 宝宝 两口 吃 完 好吃 价格 稍微 贵 点 
40,不二 茶铺 面包 不错 买过 几次 火龙果 榴莲 朋友 买杯 饮料 我选 星云 朵朵 朋友 选了 胡渣 渣 榴莲 奶茶 榴莲 味 奶盖 好喝 奶盖少 点 茶 味道 太淡 星云 朵朵 颜值 高 尝 火龙果 饮料 太冰 
50,排队 开放式 玻璃 隔断 工作 间 店员 制作 面包 高颜值 服务员 倾心 服务 波波 撞奶 好迷 款 鹿角 巷 杯子 珍珠 黑糖 味十足 店员 特地 关照 摇一摇 喝 嚼 劲 珍珠 这口 配上 脏脏包 店员 巧克力 味 浓郁 柔韧 松软 男友 食 
50,这家 店 印象 不错 干干净净 日式 装修 风格 主营 欧式 软包 水果 茶奶 盖 茶 喜欢 她家 可颂脏脏 包和蔓 越莓 乳酪 味道 浓郁 价格 略贵 夏天 想 喝 清爽 没点 奶盖 茶 换 芒芒 颜值 高 水果 茶 杯 壁上 奶油 朵朵 白云 芒果 冰凉 可口 味道 不错 
50,环境 位于 合生汇 楼 意外 排队 进门 面包 展示柜 右手边 结账 柜台 奶茶 柜台 左手边 宽敞 空间 休息区 店面 干净 装修 风格 舒服 味道 选择 脏脏 包 榴莲 包 榴莲 包 特别 甜 特别 喜欢 榴莲 味道 正宗 脏脏 包比 全家 好吃 哈哈哈 两家 下次 想 试试 抹 茶 服务 选购 面包 服务生 帮 面包 放在 托盘 里 结账 选择 吃 打包 打包 还会 很棒 体验 
50,店铺 位于 合生汇 楼 装修 清新 淡色 环境 清爽 干净 服务员 服务 热情周到 点 一杯 芒芒 朵朵 一杯 金妍 乌龙 奶盖 总得来说 芒芒 朵朵 味道 口感 更胜一筹 芒果 味道 浓郁 味道 棒 机会 还会 
40,排队 买 凑 热闹 地方 不算 很大 布局 算 紧凑 拥挤 感觉 面包 做 可爱 卡通 巧克力 脏脏包 巧克力 味 浓 小猪 佩奇 造型 不错 草莓 面包 外面 点点 硬 奥丁 面包 巧克力 口味 家 面包 甜味 喜欢 吃 肉 芝士 面包 换个 口味 不错 
30,合生 汇里 人流 饮料 原材 貌似 久 服务员 不耐烦 感觉 混乱 规划 点 草莓 脏脏包 贼 难吃 贼 贵 草莓 味 糖霜 腻歪 味 粉 馅 唯一 好喝 胡渣 渣 伯爵 茶 茶底 真的 不错 口感 顺滑 奶 茶 比例 调 整体 偏贵 食物 质量 实在 对不起 价格 服务 提高 
40,排队 没什么 做 面包 样子 好看 小猪 佩奇 面包 买 杯 颜值 高 星云 朵朵 拿到 手 真的 美 像是 一朵朵 云彩 半糖 挺 甜 红心 火龙果 味道 蓝色 云朵 奶油 腻 好吃 这杯 饮料 颜值 高 口味 
50,环境 位置 好找 显眼 周三 排队 服务 工作人员 帮忙 面包 知心 土豆 心心念念 土豆 上次 吃 买 一波 常温 放 适合 第二天 早饭 味道 夹心 土豆泥 香肠 块 面包 柔软 吃 两口 一点点 腻 面包 很大 性价比 稍 低 
50,微信 公众 号 领到 家 茶 饮券 今天上午 合生汇 体验 第一 工作日 早上 合生汇 商场 人不多 想到 平时 双休日 晚上 真的 四楼 桂满 陇排 队 我选 菜单 最贵 饮料 味道 淡 有点像 绿茶 味道 一层 好喝 芝士 奶盖 想起 第一次 乐乐 茶 喝 粉桃酪 酪 下次 尝试 家 霸王 榴莲 
40,饮料 颜值 高 味道 开业 排队 好长 好长 感觉 夸张 面包 挺 可爱 推荐 有个 土豆 面包 咸 胃口 大点 一顿 吃 完 鲜奶 面包 切开 放 硬掉 偏甜 一点 
40,不二 心爱 茶 饮 喝上 两次 踩 雷 补个 首评 抹 茶脏脏 包 味道 算 醇正 嚼 劲且 闻 清爽 最早 吃 霸王 榴莲 口感 不错 不二 包包 稳定 饮料 逊色 芒果 朵朵 新上 拔草 整杯 冰沙 带来 惊讶 失望 淡 味道 香得 舒服 不二 橙意 满满 倒 清口 味道 甘甜 回购 
40,生日 领到 不二 茶铺 优惠券 正好 合生 汇要 吃饭 顺便 尝尝 不二 茶铺 主营 面包 门口 试吃 吃 一块 桃红色 流心 切片 味道 马马虎虎 口感 不行 流心 太过 浓稠 一柠 一桔 一果 元 历来 饮品 惯例 爽口 度 百香果 味道 稍微 太淡 提高 比例 台湾 梨山 冻顶 奶盖 元 制作 告知 焦糖 奶盖用 完 换 芝士 奶盖 喝 这类 奶茶 带奶 盖 东西 这款 奶盖 茶 混合 算 
50,这家 店 一眼 望去 清爽 干净 服务员 哥哥 奈斯 帮 挑 面包 店家 面包 做 可爱 好玩 看着 看着 忍不住 口 社会 猪 看着 想 买 冲动 冲动 魔鬼 最终 买 猪 脏脏包 两个 面包 里 好吃 酱料 推荐 推荐 呦 
40,吃完饭 下楼 路过 想 说 面包 试吃 区域 夹心 面包 深深 吸引 看着 感觉 妹妹 说 好吃 尝 一口 真的 不错 算是 外脆 里 软 那种 买 两个 看着 真的 表皮 一看 做 粗糙 感觉 坑坑洼洼 夹心 芝士 奶油 感觉 一不小心 试吃 吃 买 两个 
50,类 面包 茶 饮 店铺 真的 铺天盖地 内容 大同小异 五角场 热门 几家 不二 茶铺 广告 贴 招牌 一杯 西瓜 吸引 双休 真的 饮料 二十分钟 还好 打包 外卖 面包 店里 位置 招牌 一杯 西瓜 好喝 选了 无糖 茶味 很浓 奶盖 吃 特别 腻 喜欢 火龙果 那杯 选 无糖 寡淡 吃 火龙果 肉 口感 芒果 朵朵 颜值 高 芒果 很甜 果肉 口感 厚厚的 果泥状 喜欢 下次 试试 家 面包 品种 造型 可爱 吸引 
10,前天 抹 茶 千层 蛋糕 卖 坏掉 味道 恶心 颜色 鲜艳 绿色 黑绿色 实在 太 差评 几块 卖出去 变色 奇怪 蛋糕 颜色 差评 肯定 顾客 吃 亏 
50,很久 爱 这家 奶茶 原麦 面包 点 杯橙意 满满 抹 茶 新 奶茶 橙香 满满 甜甜的 酸酸的 可口 抹 茶 一杯 甜甜的 抹 茶味 浓浓的 日式 奶茶 原味 感觉 面包 好吃 软软 麦香 原味 特别 喜欢 这家 店 位于 合生汇 楼 区域 特别 惬意 
50,冬是 孤独 夏是 离别 春是 两者之间 桥梁 唯独 秋 渗透 季节 穿着 短袖 裙装 蒙蔽 天空 眼睛 夏日 延长 延长 实际上 街上 梧桐树 静静的 凋零 几片 黄叶 时节 喝一杯 暖暖的 饮品 秋 不二 好喝 奶茶 陪伴 
50,乐乐 茶 性质 一家 店 听说 网红 四个 面包 二杯 茶 元 星云 朵朵 说 火龙果 水果 混在 冰沙 感觉 味道 淡 点 不二 橙意 满满 老妈 点 水果 茶 料 倒 真的 蛮多 喝完 加 热水 泡 面包 正好 试吃 榴莲 面包 味道 浓郁 很软 
50,工作日 人声鼎沸 外卖 现点 好多 点 完 坐下 拿到 河 时间 这家 生意 脏脏 包 始祖 点 奶盖 抹 茶 宇治 奶盖 甜甜的 奶 海盐 微 苦涩 抹 茶 一点 奇幻 滋味 不知 茶味重 喝 完好 一会 点点 手抖 汗 多喝水 
40,合生汇 二楼 店铺 这家 店 搞 活动 新会员 注册 送 茶 饮 一份 路过 赶紧 体验 选择 新品 胡渣 渣 榴莲 鲜奶 一层 厚厚 臭臭 榴莲 美味 奶茶 选择 三分 糖 喝完 罪恶 满满 值得 一题 这家 店 面包 做 可爱 下次 体验 
40,原本 想 吃 一家 面包店 关门 无可奈何 来到 二楼 不二 想 吃 二家 脏脏包 点 一份 脏脏包 一杯 金妍 茶 奶盖 几个 小桌子 喝喝 奶茶 吃点 面包 悠哉 度过 脏脏 包 好吃 奶茶 腻 总体 不错 
40,关门 没什么 抓紧时间 排队 关注 注册 免费送 一杯 活动 外加 生日 福利 选 星云 杯子 可爱 饮料 不错 清新 水果 香气 入口 清爽 不腻 冰激凌 脏脏包 款 不错 不错 推荐 二家 放大 招 每样 不赖 下次 尝尝 
40,地铁 十号 线 五角场 站 合生汇 二楼 约 玩 逛街 这家 网红 奶茶 铺就 拔草 面包 造型 可爱 店铺 明亮 环境 整洁 服务 热情 特别 小猪 佩奇 造型 选 面包 服务员 帮 喜欢 星云 朵朵 漂亮 好喝 
50,种草 他家 两杯 云朵 饮料 小伙伴 路过 忍不住 拔草 嘻嘻 选择 西瓜 味 那杯 超级 清爽 一大 杯 下肚 负罪感 千层 蛋糕 一款 芒果 一款 榴莲 味 皮 薄 入口 绵密 喜欢 榴莲 味 吃 嘻嘻 
50,宝地 广场 商场 关注 他家 喝 几次 貌似 挺火 新 开店 折扣 力度 很大 这家 店 新 开店 活动 店铺 里 展示 挺 排队 排 门外 店 貌似 主打 软 欧包 好多 冲着 面包 面包 确实 好吃 软绵绵 五角场 海报 宣传 满屏 他家 不火 不行 
50,茶类 饮品 铺天盖地 时代 真得 难吃 不二 茶铺 合生 汇店 好喝 茶类 饮品 刚刚 入店 不二 茶铺 合生 汇店 店员 耐心 介绍 每一款 茶 每种 口感 买 一杯 茫茫 朵朵 店员 注册 微信 会员 免费 喝一杯 完美 不二 茶铺 合生 汇店 
40,面包店 选择 多丫 五角场 买个 顺便 买个 早饭 乐乐 茶 排队 长 尝试 不二 茶铺 挺不错 听 店员 推荐 买 一款 布里奥 斯 写错 坚果 粗粮 做 偏 硬 一点 健康 层 软软 夹心 层 总体 不错 
30,来合 生汇 这家 有脏脏 包 水果 茶 感觉 类似 乐乐 茶 千层 蛋糕 出售 卖相 点 大火 黑糖 珍珠奶茶 一杯 西瓜 珍珠 太硬 西瓜 混合 乌龙茶 怪怪的 脏脏 包 出彩 感觉 
30,现做 比较慢 一点 蛋糕 制作 过程 放心 感觉 星云 朵朵 奇异 朵朵 点 两杯 饮料 造型 满分 拿来 拍照 好看 边上 云朵 也许 奶油 味道 水果 不大一样 水果 茶 讲真 小伙伴 喝不惯 茶 完美 掩盖 水果 味道 清爽 清爽 也许 该点 奶茶 
40,下班 合生 汇玩 每次 不二 茶铺 合生汇 楼 超级 喜欢 布里奥 斯 表面 核桃 甜而不腻 口感 还试 奥丁 不错 巧克力 混合 杏仁 碎片 酱 巧克力 甜 恰到好处 买 杯 胡渣 渣 鲜奶 茶 选择 无糖 口感 很淡 冰 鲜奶 配茶 浓 好喝 几口 奶盖 喝 喝到 意犹未尽 一般般 
40,算是 家网 红店 不用 排队 不错 价位 家 面包 之间 个头 蛮大 够 吃 草莓 美眉 造型 算 家 招牌 买 买 蔓 越莓 尝尝 味道 整体 不用 排队 值得 一试 
50,钟爱 留恋 买 家 榴莲 欧包 害羞 害羞 害羞 霸王 榴莲 欧包 噢 打包带 走 拿出 来时 靠近 袋子 一股 浓郁 榴莲 味 美滋滋 掰开 榴莲果 肉 一种 幸福感 榴莲 控啦 不爱 榴莲 旁友 自动 评论 只用 好吃 形容 哈哈哈 下次 尝试 家 奶茶 嚯 嚯 嚯 偷笑 偷笑 偷笑 服务 哥哥 手里 东西 不好 主动 帮 取 面包 噢 棒棒 棒棒 哒 
40,段时间 这家 店 广告 终于 抵挡 住 诱惑 买 奇异 朵朵 新出 猪猪 长相 面包 面包 失望 不太 好吃 奇异 朵朵 真的 好喝 酸酸的 满意 周末 排队 特别 饮料 做 特别 慢 
40,吃 完 午饭 同学 逛街 他家 脏脏包 吸引 走 面对 各式各样 茶 饮 挑花 眼 商量 再三 选了 脏脏包 榴莲 包 胡渣 渣 奶茶 芒果 朵朵 坐在 店里 边聊边 吃 店堂 里 烤箱 香味 飘 东西 下肚 撑 
40,他家 宇治 抹 茶 鲜奶 味道 真的 感觉 鲜奶 非常少 抹 茶 味道 稍微 欠缺 一点 味道 很淡 推荐 喝过 做 评论 他家 面包 味道 不错 榴莲 面包 好吃 价格 网红店 服务员 态度 还好 推荐 面包 
50,每次 五角场 买 东西 我超 喜欢 他家 面包 某乐 茶 面包 饮品 类似 真的 少太多 面包 品种 五角场 某乐 茶 品种 特别 喜欢 核桃 包 真的 核桃 呦 榴莲 包 不错 榴莲 肉 他家 优点 试吃 大块 试吃 总 试吃 真的 哈哈哈 
40,吃 肥 依旧 管不住 嘴 吃 完 午饭 下午茶 合生汇 一家 火爆 小店 店面 不算 人气 很旺 两个 各点 一抹 西瓜 嗷嗷 发现 一抹 抹 抹 茶 不爱 抹 茶 西瓜 味道 接受 水果 茶 走 买 面包 带走 脏脏包 好吃 爆 推荐 巧克力 千层 真心 好吃 
40,不二 茶铺 不二 之心 制 不二 之茶 不二 之心 成 不二 之选 这是 不二 茶铺 奉行 不二 哲学 喜欢 喝茶 朋友 单点 台湾 号 红玉 红玉 红茶 芝士 奶盖 一大 特色 身高 足足 厘米 奶盖 魔 君 奶盖控 
40,一家 网红店 合生汇 二楼 二楼 他家 排队 点 他家 奇异 橙意 满满 口感 不错 买 他家 欧包 不太 喜欢 吃 面包 他家 面包 造型 诱人 大人 买 小朋友 吃 小朋友 吃 
50,早就 听说 不二 茶铺 很久 想来 尝尝 饮品 面包 来到 店铺 门口 络绎不绝 人流 长长的 队伍 叹息 早 早点 橱窗 里 摆设 可爱 造型 欧包 挑 花眼 甜品 面包 饮品 可堂 食 打包 服务员 配戴 手套 提供 面包 切片 外带 服务 店内 茶 饮 一滴 新鲜 香醇 茶汤 高科技 蒸气 萃茶机 保证 每位 顾客 第一 时间 喝 新鲜 萃取 茶 精华 星云 朵朵 红心 火龙果 荔枝汁 完美 碰撞 半糖 微甜 新鲜 果肉 吃 嘴 中 满足感 霸王 榴莲 一只 带刺 榴莲 欧包 造型 逼真 手中 扎手 掰开 浓郁 榴莲 香气扑鼻 满满的 榴莲 馅 一口 货真价实 
40,网红 看着 好多 排队 懒得 卖 周日 一点多 没什么 买 三个 面包 五十 大洋 包装 细致 尝 咖啡 味 不甜 味苦 咖啡 味道 挺 口感 不错 担心 奶油 人造奶油 尝试 
40,饿到 不行 吃 正好 路过 茶铺 晃悠悠 想 喝 饮品 正好 缺料 随便 点 旁边 几波 人气 蛮高 一杯 量 卖相 不错 味道 别家 类似 店 味道 
40,一杯 西瓜 奶盖 抹 茶味 鲜榨 西瓜 混合 西瓜汁 乌龙茶 味道 奶酪 水果 饮料 中便 清淡 西瓜汁 比例 高 一点 更好 喝 颜值 高 适合 拍照 哈哈哈 橙意 满满 小伙伴 点 味道 
40,想点 桃桃 可惜 下架 点 一杯 西瓜 胡渣 渣 鲜奶 茶 我点 一杯 西瓜 推荐 绿色 一层 抹 茶味 奶盖 西瓜 茶 两个 东西 怪怪的 组合 奇怪 口味 原因 不太 喜欢 
40,上次 喝 一杯 西瓜 星云 朵朵 改喝 胡渣 渣 鲜奶 茶 芒芒 朵朵 胡渣 渣 鲜奶 茶 鲜奶 做 奶精 盯 制作 反正 味道 不错 甜腻 那种 感觉 喝 嘴里 奶盖 味道 杯子 星云 芒芒 要量 少 芒芒 朵朵 星云 配料 奶盖 相比之下 星云 更好 喝 一点 层次感 星云 荔枝 味道 
50,无意 中 路过 记得 某友 发过 朋友圈 说 这家 不错 果断 掉头 尝尝 点 一杯 西瓜 颜值 在线 吐舌 像是 加 抹 茶 奶盖 好喝 不腻 配 西瓜汁 爽口 他家 面包 品种 吃 味道 颜值 高 话 说 图片吧 
50,做 榴莲 女孩 台湾 不二 茶铺 榴莲 系列 霸王 榴莲 榴莲 千层 榴莲 鲜奶 茶 安排 妥妥当当 胡渣 渣 榴莲 鲜奶 茶 吸 一口 榴莲 奶盖 变 胡渣 渣 榴莲 控敲 听 店员 说 他家 茶底 萃 茶机 现萃 鲜奶 茶香 润 清甜 茶香 鲜奶 相融 刚刚 霸王 榴莲 好大 榴莲 欧包 嗷 长得 榴莲 面包 体 松软 不失 韧性 掰开 超多 榴莲果 肉 水果 之王 霸气 得来 榴莲 千层 我超 喜欢 吃 千层 蛋糕 不二 这款 榴莲 千层 皮子 做 榴莲 肉 奶油 配比 恰到好处 优秀 千层 比例 
40,台湾 火到 大陆 不二 茶铺 魔 连番 开店 短短的 时间 不二 茶铺 开出 十多家 家 分店 每款 新品 直击 味蕾 好吃 炸裂 拥有 魔法 萃 茶机 优质 茶叶 放入 萃茶机 五段 式 萃取 一段 萃取 萃茶机 喷出 热情 汗水 萃取 萃茶机 程度 激发 茶叶 原本 香味 萃 茶 清澈 透亮 滑口 一点 不涩 东西 值得 等待 推荐 几款 比较满意 梨 山洞 顶 乌龙 乌龙茶 火车 萃取 汤色澈 清 散发 淡淡 绿茶 香 芝士 奶盖 一大 特色 身高 足足 厘米 奶盖 奶盖控 霸王 榴莲 霸王 榴莲 满是 尖刺 外表 隐藏 柔软 内心 款 霸王 榴莲 榴莲 味 特别 浓 口感 超棒 冰淇淋 脏脏包 今夏 推出 新品 菠萝 酥 包 夹 牛乳 冰淇淋 擦 火花 感觉 完美 碰撞 
50,不二 不二 茶铺 肯定 不二 说 虹口 龙之梦 随近 不太去 商场 理由 简单 人太多 太杂 太乱 店铺 品牌 齐全 餐厅 品种 类别 各式各样 一应俱全 路过 想 买点 吃 喝 逛 一圈 路过 这家 新晋 网红店 不二 茶铺 来历 简单 说 茶道 出名 台湾 意外 不二 宝岛 喜 茶 乐乐 茶 称霸 天下 终于 开 新 品牌 好奇 赶紧 尝尝 鲜 还好 新开 排队 问 店员 推荐 赶紧 尝个 与众不同 啵 啵 撞奶 各大 茶铺 时节 水果 奶盖 茶 风靡一时 脏脏 茶 鲜奶 做底 服务员 提醒 喝 前 摇一摇 口味 很甜 喉咙 喝完 黏 黏糊糊 冰淇淋 脏脏包 说 脏脏包 第一 时间 想到 吃 满嘴 满脸 黑漆漆 面包 款 与众不同 外皮 星形 有点像 菠萝包 感觉 拿到 柜台 服务员 切开 冰淇凌哟 意 意外 惊 惊喜 吃 冰淇淋 菠萝包 感觉 家 特色 红 火山 预备 打包 回家 早饭 草莓 夹心 芝士 面包 挑 中 看着 有大 味道 草莓 芝士 融为一体 咬 满满 辛福感 服务 特别 赞美 家 服务 细心 介绍 吃法 解决问题 面包 小心 夹子 奶油 粘 到手 小姐姐 特别 细心 递上 纸巾 想 说 自选 店 太 服务 小小的 一幕 直击 路过 捧场 茶铺 贴心 
50,第一次 不二 吸引 是因为 西瓜 面包 草莓 面包 当初 会员 买 饮料 免费送 面包 可想而知 推广 饮品 茶 铺 偷笑 榴莲 面包 一年 涨价 四块 钱 偷笑 消费者 东西 稍微 加一点 接受 门口 免费 试吃 家 小朋友 吃 两块 算是 品尝 口味 偷笑 赚 一杯 西瓜 第一次 尝试 值得 外面 一杯 鲜榨 西瓜汁 块 他家 奶盖 喝 西瓜汁 瞬间 真的 好爽 夏天 西瓜 味道 对味 偷笑 星云 朵朵 好美 小朋友 直夸 一朵朵 云 偷笑 天花板 挂 云朵 好配 偷笑 满满的 一杯 火龙果 一朵朵 云 点缀 费功夫 创意 一百 昏 偷笑 双休日 店里 噗 噗 想要 找 位子 坐 看运气 偷笑 
50,位于 龙之梦 层 这家 不二 茶铺 生意兴隆 特别 周末 想 找个 位子 坐 困难 家主 奶茶 果汁 做 面包 星云 朵朵 挺 热门 火龙果 打碎 奶油 冰沙 融合 口味 回味 芒果 朵朵 不错 新鲜 芒果 鲜榨 果汁 放心 点 完单 号牌 饮料 做好 吧台 喷出 气流 有趣 面包 试吃 很大 块 家 欧包 不错 松软 嚼 劲 新鲜 关系 喜欢 霸王 榴莲 榴莲 酱 浓郁 外形 可爱 带刺 榴莲 造型 脏脏 包 不错 外层 撒着 巧克力 粉 巧克力 夹心 一口 咬 浓浓的 巧克力 味 
50,想 打卡 之地 人多 排队 放弃 闲逛 余 无人 排队 加快脚步 上前 点单 不论是 饮料 欧包 吸引 恨不得 点选 霸王 榴莲 面包 脏脏包 榴莲 口味 味道 浓郁 馅量 十足 外皮 柔软 真的 超级 好吃 点上 一份 饮料 一份 面包 坐坐 小伙伴 分享 快乐 品尝 美味 午后 时光 悄然 
50,买 面包 吃 家门口 免费 试吃 店内 面包 很软 糯 香甜 造型 可爱 新出 小猪 佩奇 面包 超级 可爱 小猪 佩奇 鼻子 哈哈哈 老长 真的 强烈推荐 一波 面包 真的 超级 哈哈哈 
40,逛 龙之梦 朋友 推荐 新 注册 会员 可任点 一杯 正好 吃饭 排号 领取 一杯 点 一杯 金研 茶 鲜奶 不用 排队 服务 不错 装修 简约 风格 适合 拍照 味道 点错 试试 他家 水果 茶 
30,很早 这家 店 去过 环境 整体 不错 缺货 要点 茶品 公司 那家 服务态度 找 东西 接待 一位 招呼 体验 感 吃 东西 亮点 
40,国庆节 生意 很旺 家 环境 很小 清新 感觉 舒服 喜欢 顶上 布置 云朵 点 芒芒 朵朵 奇异 朵朵 号 机等 号 两款 饮品 舒服 味道 甜腻 清爽 奇异 朵朵 抹 茶 味道 分层 一如既往 美腻 下次 尝试 新 味道 
50,冲着 店面 座椅 五星 适合 朋友 约 见面 聊天 拔草 前段时间 网红脏脏 包 打卡 黑糖 珍珠 鲜奶 味道 算 店门口 各类 新鲜 烘焙 面包 试吃 两个 外国 小哥 路过 好几块 试吃 一眼 没瞧 店里 东西 走 
50,龙之梦 晃悠 有时候 梵 创造型 剪头发 买 脏脏 包吃 环境 每次 人满为患 闲暇 店门口 还会 免费 试吃 试吃 选点 爱 吃 口味 店内 供 休息 位子 坐在 吃 面包 喝 果汁 打游戏 真的 赞 一种 体验 口味 喜欢 店 脏脏包 入口 很软 糯 面包 可可粉 微苦 面包 巧克力 酱 融合 真的 超赞 吃脏脏 包 记得 备纸 呲 牙 呲 牙 服务 店内 哥哥 小姐姐 颜值 高 服务态度 服务 意识 你老 试吃 不买 摆 冷脸 照样 笑脸相迎 有时候 厚脸皮 提出 半个 试吃 面包 真的 太过分 哥哥 小姐姐 服务态度 助长 气焰 呲 牙 
40,环境 不错 服务 面包 样子 可爱 饮料 颜值 高 芒芒 朵朵 奶酪 都化 饮料 里 芒果 冰沙 细腻 味道 稍淡 梨山 乌龙 奶盖 奶盖选 焦糖 栗子 栗子 味道 奶盖 薄 乌龙茶 底 确实 不错 饮料 尝 芋 泥 面包 试吃 不错 下次 买 
50,这家 店 虹口 龙之梦 地下 二层 家乐福 旁边 位置 人气 挺旺 找到 间隙 拍照 真不容易 拍 只能 拍 一张 桌子 一杯 热金 研茶 鲜奶 茶 奶盖 厚 一点 咸 茶水 清爽 整体 味道 清淡 不错 
50,买 东西 梨 山洞 顶 乌龙 一杯 西瓜 乳酪 草莓 火龙果 星云 朵朵 不二 橙意 满满 不二 橙意 满满 抹 茶 红豆 桂圆 核桃 芝士 蔓越莓 金妍 乌龙 榴莲 奶盖 焦糖 栗子 奶盖 环境 不错 不二 橙意 满满 
40,某家 火锅 中途 喝 下午茶 点 布里奥 斯 一杯 西瓜 白豪 茉莉 奶盖 茶 布里奥 斯 内陷 核桃 奶油 欧式 软包 口感 不错 白豪 茉莉 茶略 浓 芝士 奶盖 厚薄 适中 点 一杯 西瓜 奶盖 抹 茶味 西瓜 挺 搭 
40,假期 来到 虹口 龙之梦 觅食 开了个 不二 茶铺 面 门口 试吃 面包 饮料 吃 霸王 榴莲 说 吃 闻到 浓浓的 榴莲 味 榴莲 爱好者 试试 喜欢 吃 布里奥 斯 面包 核桃 酥酥的 酥皮 夹心 好吃 
40,虹口 龙之梦 喜茶奈雪 茶 猫眼石 查 点评 不二 说实话 不二 真的 面包 乐乐 茶 喜茶 胜 价格便宜 人少 排队 一杯 西瓜 西瓜 配点 绿茶 夏天 爽口 新品 火龙果 奇异果 
50,点 火龙果 荔枝 冰沙 分糖 很甜 清爽 二家 面包 好吃 造型 好看 肥肠 激发 少女 心 吃 巧克力 脏脏 包 不错 哒 味道 浓郁 面包 软软 关注 家 微 信号 免费 领 一杯 饮料 噢 梨 山洞 顶 乌龙 选 
50,关注 公众 号 免费 领券 喜 一杯 真的 划算 点 一杯 奇异果 果 杯子 奶油 雕出 云朵 超级 可爱 这杯 奇异果 打碎 冰沙 很甜 健康 云朵 适合 减肥 妹子 奶油 碰到 还好 咯 总体 不错 
10,抄袭 乐乐 茶 模式 抄 不到 精髓 虹口 乐乐 茶 有人 你家 店员 态度 恶劣 姑娘 收银员 问 奶盖 问 朋友 收银员 烦 说 帮 弄 不顾 顾客 态度 差 真的 用户 体验 很差 真不知道 店 倒闭 乐乐 茶 快点 开 虹口 龙之梦 亏本 希望 慎重考虑 这家 恋暖初 茶 不错 
40,他家 生意 不错 面包 饮料 门口 试吃 面包 很大 试吃 吃 过后 人会 买 味道 不错 面包 松软 价格 便宜 接受 店里 坐满 空 位子 
40,茶品 奶盖 泡茶 主营 面包 蛋糕 更好 点 脏脏包 可可粉 巧克力 足量 甜腻 味道 不错 一杯 西瓜 配奶 盖 一言难尽 常规 奶盖 金骏眉 经泡 加水 不太 总体 好评 
40,红玉 号 红茶 茶水 口感 温润 价格 低于 不二 茶铺 店 好喝 不刺 一分 价钱 一分货 季节 喝热 更适宜 东西 少 喜欢 奶盖 雷打不动 芝士 味 奶味足 淡淡的 咸味 搭配 茶水 一口气 喝完 
50,闺蜜 推荐 关注 公众 号 送 免费 饮料 一杯 感谢 店家 福利 领到 正好 钱 龙之梦 家乐福 顺便去 人不多 店 干净 清爽 欧包 感觉 面包 加茶 饮 免费 随便 挑 选 芒果 朵朵 一会 口感 清爽 芒果 味 浓 算 好喝 老公 领 一张 忘记 时间 发现 到期 晚 哭 
