name,comment_count,comment_star,comment_description,cus_comment
,,40,口味：很好 环境：非常好 服务：非常好 人均：0元,店面小小一家，但还是很好找的。[环境]环境很小清新，以薄荷绿【大概是】为主色调的店。「爆浆珍珠蛋糕」主要是来试吃这个网红甜品，可能期待值太高，就没看上去那么好吃哈哈，可能是太符合我的胃口，珍珠很Q，个人感觉蛋糕有点太干了。「黑松露奶油烩饭」吃了蛋糕，不介意再吃奶油烩饭，很容易饱腹，不过味道还不错啦。两杯饮料是啥我给忘了，挺好喝的，不过要早点喝掉，放久了就会酸w
,,50,口味：非常好 环境：非常好 服务：非常好 人均：53元,很清新的一家以简餐🍱和下午茶☕️为主的店！蒂芙尼蓝，搭配粉粉的粉红豹、火烈鸟！打开了我萌萌的少女情怀！。点了培根🥓蘑菇🍄意面🍝，凤梨🍍柠檬🍋茶！意面很入味，里面料也很足，一口下去，好有满足感！饮料🥤很好喝，里面有大大的果粒！意面🍝28，饮料25，在淮海路商圈这样的小店，性价比还是蛮高的！。服务也很到位！非常喜欢的一家店，而且在公司附近，下次带上同事一起走一个！
,,50,口味：很好 环境：好 服务：很好 人均：0元,点评上看到别人的推荐，爆浆珍珠蛋糕看着就很美味！就带着老妈特地来拔草了！难得老妈肯出来，交通不是很方便，地铁下来还有段路要走，靠近延安路高架！门口在修路，店面很小，只有六张桌子，吧台还有四个座位！去的时候前面已经有六桌等位！就准备打包带走，点了咖啡和爆浆蛋糕！感觉有点混乱，一边点单一边还电话接外卖的单子，有点忙不过来的感觉！咖啡味道很一般，30元那么小一杯赶上星爸爸的价格，性价比不高！听叫号的小姐姐说一炉好像只能做四个，蛋糕等了将近一小时，外卖也很慢！到家迫不及待尝试，味道不错是我喜欢的口味，虽然很甜但不腻！还好没白等一小时！老爸也说好吃，虽然珍珠有点硬了！蛋糕不大，这么小个我一个人感觉就能把它干掉！
,,40,口味：很好 环境：很好 服务：很好 人均：0元,上海甜品热门店第一名，所以人多导致排队好久啊，忧桑。。。店里装修ins风，粉嫩可爱，店里的妹子基本都在拍照。珍珠奶茶蛋糕必点网红，珍珠带着焦糖的微光，满眼诱人，当然密集恐惧症患者除外，颜值100分。切下一块，上面的酱和珍珠就会流淌下来，莫名诱人。✨✨✨。。但，蛋糕不能多吃，太甜，会腻。
,,40,口味：很好 环境：非常好 服务：非常好 人均：69元,和朋友在人广聚餐，去的早了先去买了个小蛋糕🍰。ins风店面，前面在修路，不过还是很好找到的，离人广很近。。直接到店打包的，店员说正好有一份现成的，就取走了。过了不到1小时吃，感觉珍珠实在是有些硬，不知道是不是因为时间有些久。。下面的蛋糕口感尚可。
,,30,口味：好 环境：一般 服务：一般 人均：0元,为了评论里的好评来的，店铺其实是一家简洁的小店铺，蛋糕其实一般，可能是期望值太高的关系，有点偏甜。感觉就是做的浓厚一点的珍珠奶茶！（个人口味的关系吧！）个人觉得有点普通一般！看见了他们制作的制作间内部的情况，应该不会再去了，至少我是觉得不太舒服！
,,40,口味：很好 环境：很好 服务：很好 人均：0元,外卖打包了一份饮料 奶盖乌龙 味道还挺不错的  价格也不贵 上面厚厚的一层奶盖 特别浓郁 下面的乌龙茶又香又爽口 很好喝 。这家店本身位子不多 但是最近好像被网红款的黑糖珍珠爆浆蛋糕刷爆了 小小一家店去晚了都挤满了人 据说他家甜甜圈也算特色 下次可以来一个试试
,,40,口味：很好 环境：很好 服务：很好 人均：0元,「爆浆珍珠蛋糕」 网红爆浆珍珠蛋糕 浓浓滑滑的奶香包裹绵密的蛋糕 配合珍珠Q弹的口感  感觉很新奇  值得一试。。[环境] ins风，小清新，火烈鸟，霓虹灯…… 就是门面有点尴尬。。周边坐的美女都像网红那么漂亮 拍照 摆pose 都是靓丽的风景线
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,珍珠奶茶蛋糕非常棒了，强烈推荐，一开始觉得会很腻，吃了发现还好，稍甜不腻，非常棒，尤其是把黑糖珍珠酱倒下去的那一刻，太幸福了，蛋糕切下去，真的会爆浆，颜值高而且好吃！！！！门店很小，门口在施工，不过还是没阻止我去买！
,,40,口味：非常好 环境：非常好 服务：非常好 人均：50元,「爆浆珍珠蛋糕」出乎意料的好吃！珍珠非常的糯，蛋糕胚是奥利奥碎➕红茶，非常软，个人很喜欢哟！。。「洛神柚子茶」因为月事在近，不敢喝冷的，店员推荐了这款，还算不错，酸酸甜甜的，口味很浓郁哦。。[环境]  店面较小，排队还算OK～虽然也等了一小时左右，但好吃也算值得
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,去逛淮海路的时候搜出的网红店，特地滴滴过去买的外带，118一个套餐，包括一个5寸的蛋糕和两杯饮料。。。外带的话珍珠是分开的，两个小时内淋在蛋糕上就可以了，不要冰冻，不然会有点硬。蛋糕很小，两个人吃刚刚好，中间还有流心，甜度合适不会腻，黑糖珍珠也不错，可以试一试。。饮料的话点了两杯凤梨柠檬汁，单价26比较一般，和蛋糕一起倒也还挺搭。
,,40,口味：很好 环境：好 服务：很好 人均：40元,这家应该算最近的网红店吧~~。下午两点半左右到的店，需要等位置。。大概半小时后安排上位置~店铺有些小，走动和坐着有些局促哦~。4个人点了一个爆浆珍珠蛋糕还有四杯饮料。。爆浆蛋糕单吃有点偏甜，搭配咖啡喝正好。
,,40,口味：很好 环境：很好 服务：非常好 人均：40元,特意和朋友一起去的。国庆所以人还是挺多的，到的时候前面有6桌等位，去附近K11逛了一圈，过来正好。店面不大，挺小的。就点了这个网红蛋糕，感觉味道还行，就是黑糖比较多，有点甜。两个人吃，感觉量有点多，会有点腻，吃完喝了一大瓶矿泉水。
,,30,口味：很好 环境：好 服务：好 人均：0元,外卖的这个网红蛋糕 为了找这里 车停在上家沿  三秒钟警察过来交了200罚金 醉了 跑过去居然还要等40分钟 来都来了不管了 找附近停车场 继续等 好在没有失望 因为很喜欢吃珍珠 所以 这个蛋糕我是超级爱 很松 珍珠很q 只是我家送不到 否则外卖叫到家里了
,,40,口味：很好 环境：很好 服务：很好 人均：0元,位置：门面很小，地铁下来找了一会。环境：里面地方不大，到时还排队等了会儿。服务：服务员都挺热情的。口味：点了店里招牌爆浆珍珠蛋糕，蛋糕口味很一般不懂为啥是网红蛋糕呀上面的珍珠浆还比较好吃，饮料口味中规中矩
,,40,口味：非常好 环境：非常好 服务：非常好 人均：0元,点的外卖 颜值超级高。味道也很好吃 好吃好吃。点的外卖 颜值超级高。味道也很好吃 好吃好吃。点的外卖 颜值超级高。味道也很好吃 好吃好吃。希望下次有机会去店里看看 。再吃吃看别的蛋糕。味道也很好吃 好吃好吃。希望下次有机会去店里看看 。再吃吃看别的蛋糕
,,50,口味：非常好 环境：非常好 服务：非常好 人均：34元,先说优点，位置很显眼，马路对面就看到了，门口点单进去坐下，上菜挺快的，装修也是我很喜欢的少女风，招牌珍珠奶茶蛋糕名不虚传适合两个人吃的分量，也不会甜的发腻，颜值超高！缺点就是人多，位置太少我，高峰期排队要等一个小时
,,50,口味：非常好 环境：很好 服务：非常好,晚上六点三刻到店，已经不能堂吃了，不过可以等二十分钟打包带走。我们拿到后直接在店里打开趁热尝了一下～～蛋糕底很松软，感觉里面加了粗粮，上面白色的酱也不甜，配上甜甜qq的黑糖珍珠，甜度正好，感觉热的更好吃。
,,50,口味：非常好 环境：非常好 服务：很好 人均：0元,曾经过门而未入。这次专程赶来 嘬叽[嘿哈]。。这家店位于延安路高架下。店面很小 但装修很小清新。由于最近对黑糖珍珠甚是喜爱。当然不能错过这里咯。。爆浆珍珠必点！。偏甜了点 但一点也没失望。原本看图片以为会特别腻。并没有。灰常喜爱。由于工作日的下午没有排队。不过坐了会儿店里就满员了。生意还是相当好的。。要是在附近肯定还是会再来吃的[嘿哈]
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,在点评上找了几家有卖珍珠奶茶爆浆蛋糕的店，这家的位置是最靠近市中心的。。上午9点30左右到店，等了10分钟左右，打包好的蛋糕就出炉了。黑糖珍珠酱和淋有珍珠奶茶的蛋糕是分开装的，店家特别提醒在开吃之前要保证黑糖珍珠酱是热的，打包盒上也提示了切勿冷藏，1-2小时内淋酱风味最佳。。黑糖珍珠、珍珠奶茶酱和蛋糕的甜度搭配正好，珍珠软硬适中，即使不搭配红茶或咖啡，不会很腻。
,,40,口味：很好 环境：好 服务：很好 人均：0元,十一第五天。台风“康妮”来了。。。伴着莎莎风声，那就打卡网红店吧！抓住假期滴小尾巴～～。Circles爆浆珍珠蛋糕🍩🥞，一刀下去浆芝溢出😋😋😋。店铺有点小里面估计有7-8张桌子，一般需要等位45分钟，哪怕这种台风天也阻挡不了要出来 high的年轻人
,,40,口味：非常好 环境：非常好 服务：非常好 人均：0元,和闺蜜好友约一个下午茶。气氛正好，适合自拍。粉蓝粉蓝的背景。还有一些喜好自拍的网红妹子。点了特色的双人套餐。因为珍珠的要等半小时，我就点了海盐芝士的。味道也不错哈。另外点了一个海盐奶盖的咖啡，好好喝～大爱。和闺蜜拍了几张照片，都美美哒～
,,50,口味：非常好 环境：非常好 服务：非常好 人均：59元,下午大概2点左右到的，需要等位，店里位子不多。等了一会，点了套餐，蛋糕+任意两杯饮料。#海盐芝士拿铁#味道很好，解腻，#海盐芝士可可#单喝不错，配蛋糕腻了。蛋糕等了40分钟才做好，蛋糕体很松软，蛋糕本身不甜，配上酱汁和珍珠正好，黑糖味的很不错啦！
,,40,口味：很好 环境：好 服务：好 人均：0元,第一感觉人好多，如果你正在犹豫要不要坐下来的时候，后面又来了一波人［捂脸］服务员明显感觉忙不过来，能看见她们脸上紧张的表情，但是态度还是可以的。蛋糕胚是面包，不是蛋糕，有点失望，所以很多人都说不腻，我能承受啊等位看见别人蛋糕是热的冒烟，我们这批就木有，凉凉～准备下次让我再去尝试下热的
,,40,口味：很好 环境：很好 服务：很好 人均：60元,看了点评推荐去吃的，去的时候很好多啊，堂食需要等位，后来看见有酒吧台位子，只有一个，就打算打包，买了套餐，两杯骑士鲜橙+黑糖珍珠爆浆蛋糕，118米，有点偏贵。等了大概20分钟蛋糕好了，拿到手已是打包好了的，觉得这种蛋糕还是得趁热吃，就问了店员是否可以坐在吧台一个人的位子吃，店员同意了，所以最后委屈老公站着吃蛋糕。上面珍珠奶茶的浇头真的还不错，底下蛋糕的话也算松软，总体感觉还是可以的，开买蛋糕的多数都是女孩子。两个人，蛋糕花了五分钟吃完了，老公觉得也很好吃，但是性价比的话会有点略低哦。饮料的话不是很喜欢，偏酸，如果是原价26元那么一小杯，真的划不来哦
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,心心念念好久的网红店，天天在点评被这软软的爆浆蛋糕刷屏，终于趁着放假可以来一卿芳泽了。真是好吃啊好好吃，爆浆蛋糕一点不甜也不腻，刚刚好。珍珠是红糖熬的和网红脏脏茶如出一辙。。店家颜值也高，粉蓝色。满满的少女心。
,,30,口味：好 环境：一般 服务：一般 人均：0元,店内很小，座位不多位子很紧凑。。。招牌蛋糕要等至少两小时，最简单的美式咖啡至少等30分钟。 。可能因为生产力影响了服务质量， 站在柜台等了很久，完全没有人搭理排长队的人。。询问多次，才告知蛋糕没了。 。。除了管理混乱， 产品速度过慢。。海盐爆浆没有宣传的那么爆， 整体感觉是过甜的蛋糕胚上盖了一层有点腻的海盐芝士奶盖。 。。如非必要不用来的一家店。
,,40,口味：非常好 环境：很好 服务：很好 人均：0元,店面不是很大的一家店，中午去的时候人很少，点了两杯饮料和一个爆浆珍珠蛋糕。冲着网红蛋糕去的，蛋糕不大，味道挺好的，不是很甜，也不腻，黑糖珍珠很好吃。饮料也还可以。二三点钟的时候人就多了，人多了不方便拍照
,,20,口味：一般 环境：好 服务：好 人均：68元,最近的网红蛋糕！。趁着节日来临和伙伴午餐时间特地赶过去打包一个！。嗯蛋糕胚子感觉有点像杂粮做的，不算特松软的那种！。要吃的时候淋上黑糖珍珠，嗯……涂个新鲜口感没令我感到惊艳，多吃会觉得腻。真的适一口就够了！！！！
,,30,口味：一般 环境：非常好 服务：非常好 人均：0元,舍友过生日想要定爆浆蛋糕，找了很久才找到有卖的店，价格还不贵，立马订了外卖，不需要提前预定，一个多小时就送来了。流心是真的流心，但也就是挺好看的，味道一般，有点太甜了，黑糖味儿挺足，就是珍珠硬硬的不好吃。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,下午过去买一些甜品做下午茶，「奥利奥芬迪」「可可米芬迪」「夏日柠檬」「凤梨柠檬茶」「仲夏鲜果茶」「蔓越莓果肉」「芝盐奶盖乌龙」「爆浆珍珠蛋糕」，味道都挺好的，这里附近的甜品店不少，经常来这家店，估计是同事都挺喜欢这里。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,国庆前夕去拔草了，中午到的准备外卖爆浆珍珠蛋糕，服务员告知要等20分钟，之后又陆续进来了一波又一波，几乎都冲着这款蛋糕去的，最后点了有5个吧，结果我等了45分钟，有4个一批出来的，因为外带我最后一个才拿到，这点感觉先来后到做得有所欠缺。中午买，晚上吃，本来以为爆浆会略差，结果完全没有，蛋糕口感依然是松软。这款爆浆珍珠就是奶茶+蛋糕的完美结合。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,九月的最后一天一早来拔草～我怕到了假期会爆满hhh。店铺装修超级小清新！店里的小姐姐们打扮也和整家店灰常搭！进店点餐菜单上没有看到蛋糕，就直接问了有没有珍珠爆浆蛋糕嘿嘿嘿！超级好吃啊！奶茶酱和黑糖珍珠都是温的，蛋糕胚看着有点干，两者搭配刚刚好，一点也不腻～好吃好吃！
,,50,口味：很好 环境：非常好 服务：非常好 人均：0元,随便逛大众点评看到的一家做蛋糕的店 特色是珍珠奶茶款蛋糕 颜值爆表 下班路过毫不犹豫的打包带走 没选珍珠奶茶款 一是给自己下次再来的机会 二是看着海盐芝士款也不错 流心 芝士 店家说这款味道比较浓郁 果断选了海盐芝士 店铺里下午茶的人满多的 虽然店铺不大 但是这个点基本坐满 店内装修风格也非常适合拍照 蛋糕口感还是不错的咸咸的 不是很甜 芝士浓郁 中间流心芝士 蛋糕胚很软 配红茶或咖啡一起分享会更有层次感
,,40,口味：好 环境：很好 服务：很好 人均：0元,拔草黑糖珍珠蛋糕！颜值能打，一端上来就拍拍拍，套餐里还含有两杯咖啡。珍珠有嚼劲甜甜的，蛋糕整体略甜了，最后和朋友只吃了一半。店里是Tiffany蓝风格。地理位置比较好找。果然是店里招牌，女生进来都点这个
,,40,口味：很好 环境：很好 服务：很好 人均：0元,在附近吃饭买了咖啡以后，想说看看还有什么店可以买点东西，拔个草，结果就看到了这家！！！也是不枉此行了。。。-位置。走过去差不多800米多，位置真的是挺不起眼的，到了目的地我还在看是哪里！。。-店铺。店铺外面看着不大，推门进去还是可以的，🈶好几张桌子，装修的甜甜的蓝色调，我是团购了甜甜圈🍩的，六个50块，点评积分还可以抵扣10块，感觉更合算了。。-甜甜圈。【巧克力🍫味】⭐⭐⭐⭐⭐。点了三个巧克力味的，一个外面有一层奥利奥碎，这个好好吃❗️❗️❗️先是咸咸的碎片味，然后是白巧克力，然后甜甜圈很紧实，很🈶嚼劲。。【草莓🍓味】⭐⭐⭐⭐。这个我给了同事的小孩，她说谢谢我，因为好好吃[偷笑][偷笑][偷笑]。【抹茶、香蕉🍌味】⭐⭐⭐⭐。不是很甜，但是很香，吃起来也不觉得腻，一个很正好的量。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,看甜甜圈长得可爱就交了些回家吃，最好吃的是奥利奥芬迪，别的口味一般，但也不差，毕竟颜值放在那里，口味没有很惊艳也是可以原谅的，两个蛋糕也都试了，一个珍珠爆浆一个芝士杏仁，味道都一般，这两种蛋糕最近很火，看好多家店都有，珍珠爆浆外面是普通的蛋糕质感也一般里面是珍珠味的上面有珍珠盖浇
,,50,口味：很好 环境：非常好 服务：很好 人均：0元,《墨•兰》🌸墨染锦年 琴瑟齐奏 许一世芳华 诗画三千不及佳人一笑 水墨幽兰只为伊人🌸。。位于黄陂北路1号电信世界101室的Circles可以算是网红店的新贵，既有颜值担当又美味可口，喜欢拍照的小伙伴可以来吃甜点耶。
,,40,口味：很好 环境：很好 服务：很好,circles圈米拉。。这家店的主打是甜甜圈，但这次没和小伙伴去吃。吃了这家店别的东西，饮料很好看也很好喝哦！蛋糕和布丁也很好吃哦！店里的环境很棒～很文艺也很小清新的感觉，当然也有一种网红的感觉～非常适合拍各种照片哦！拥有少女心的你赶快来试试哦～相信你一定不会失望的～
,,40,口味：很好 环境：很好 服务：很好 人均：0元,在抖音看到爆浆蛋糕一直超级想吃的，在大众点评看中了这家店，今天点了外卖正好当下午茶。蛋糕切下去瞬间有种火山爆发的感觉，里面的酱和上面的珍珠都流出来，棒！吃起来最好蛋糕和酱汁混合一起吃会比较好，如果不喜甜的人可以配茶一起吃，毕竟黑糖珍珠还是偏甜的
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,下午和朋友逛街累了，在大众点评上找到了这家店。冲着最近很火的爆浆蛋糕来的，大概下午四点多到店，店面不是很大，基本都坐满了，装修非常的小清新，很适合拍照。我们坐在了能看见制作过程的地方，看着蛋糕做完，端出。。。制作过程还是挺简单的，有现成的蛋糕胚，再加上配料，看的时候没抱什么希望，端上来一尝，还真不错。蛋糕是比较紧实的口感，搭配上面浇上的奶盖奶油似的东西，再加几个珍珠，口感很丰富，奶味重，但是不腻，甜度个人觉得刚好。是可以尝试一下的地方。
,,50,口味：非常好 环境：很好 服务：很好 人均：0元,为了抖音的爆浆蛋糕来的 感觉上海有卖这个的店也不是很多 所以找到了第一时间就来了。店是ins风 店里座位不多 去的时候要看运气 我们算运气好的 一进去正好有人走了。点了蛋糕和一壶茶 蛋糕来的很快 倒是茶点了很久才来。蛋糕不腻 挺好吃的 茶也不错 没有很腻 果香味很浓。除了顾客很多 有点忙不过来以外 其他都挺好的。
,,30,口味：一般 环境：一般 服务：好 人均：0元,「爆浆珍珠蛋糕」口味普通，但上相。另外点的两杯饮料味道也是普普通通。。。[环境] 店内位子不多，吧台四个位，另外还有三桌约12个位子吧，要掐个人少的时间避免等位。。。[服务] 小姐姐们人都很好，不过可能人手不足，送餐会忘了该送哪，桌子没法即时擦。
,,50,口味：非常好 环境：很好 服务：非常好 人均：79元,周六下午三点左右过来的哦 店里基本坐满了 然后店铺挺小的 装修还是属于简易清新的风格。因为没吃午饭 我们点了「Pasta意式肉酱面」味道跟外面差不多 附近的上班族的话可以来这里吃个午餐什么的 上菜很快。「爆浆珍珠蛋糕」这个是最近的网红点心了吧 上面的焦糖很甜 开始有点绝望 但是吃到里面的夹心时候觉得超好吃 冰冰凉凉的口感 而且完全不会腻 我一个人吃掉了大半个啊。饮品的话点了「焦糖玛奇朵」「芝盐奶盖可可」。作为一个喝下午茶闺蜜聚会聊天的地方还是可以哒
,,40,口味：很好 环境：很好 服务：很好,样子美美哒，爆浆蛋糕很有感觉哦，哈哈，味道还可以，因为不是很大，所以吃起来没有很腻哦~地方在人广这边，也挺好找的，还有其他样子的蛋糕，看样子都好想尝一口，去的时候人有点多，下次有时间一个个吃过来，蛋糕和咖啡更配哦
,,40,口味：很好 环境：非常好 服务：非常好 人均：0元,第二次来啦 甜甜圈🍩依旧很喜欢！没有荔枝玫瑰蛋糕啦 出了两个网红的珍珠奶茶系列 点的两款饮品也是中规中矩啦 颜色比较好看！味道一般性 小店适合坐下来闲聊 反正是个闺蜜聊天的好地方~价格也是很欧凯啦 不过🍩依旧是强推！
,,40,口味：很好 环境：很好 服务：很好 人均：0元,本来想吃芝士海盐味的 。但是说起来珍珠奶茶蛋糕吃的人很多 。就先尝这个了…果然还是很赞的。蛋糕胚子 比较结实 不是以前那种软软的蛋糕胚。有点黑米糕的感觉 珍珠蛮Q弹的。咖啡要的奶盖拿铁 感觉有点甜了 。后面实在喝不下了 总体不错 店也很小清新
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,对于我来说，这里就像是公主的城堡，灰姑娘的水晶鞋！风格超级合我的胃口！完爆我粉色少女心啊！真的是超级无敌喜欢这家店的呢！店面不大，但绝对网红ins风，每个角落拍照都是美美哒！而且店里的小姐姐也很好看啊！！可惜我来晚了！蛋糕没有了！不过点的布丁也是很不错的呢！味道香醇可口，而且浓郁，我喜欢！夏季我习惯点百香果的饮品，酸酸甜甜，还有淡淡的清香，好喝哦！杯子也很好看！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：50元,终于拔草了被票圈刷屏的爆浆珍珠蛋糕ヾﾉ≧∀≦)o。本来以为只是长得好看，没想到味道也超赞，完全的甜而不腻，珍珠 爆浆 蛋糕三者完美结合，一点不夸张，简直一个人能干掉一个！。咖啡也超好喝的，这家店就是有好看又好吃就对了！
,,50,口味：非常好 环境：非常好 服务：非常好,电信大厦旁边开了没多久的小店  空调有点不足 马卡龙色系布置 甜甜圈做的很可爱 甜品可选略少 店主还是店员很温柔 品质还不错 拍照很好看 不过这个位置路过的人不多 所以靠进门客应该有点难 特色也不是太明显让人特地过来估计也不容易
,,50,口味：非常好 环境：非常好 服务：非常好,想着是实习最后一天了，便想点些下午茶来请部里的老师与同事吃。因为女生偏多，所以一眼相中了【圈米拉】，粉粉嫩嫩的可爱样子，满满都是少女心！。。因为是第一次尝试他们家的【芬迪】，感觉口感超级神奇，像是甜甜圈+麻糬的结合体！有面包那种松软的同时，还有着麻糬滑滑绵绵的感觉！。。个人选择的是【酸奶果脆芬迪】，酸酸甜甜的口味完全不会让人感到腻！
,,50,口味：非常好 环境：非常好 服务：非常好,这天气走到人民广场真的是煎熬，这家店很好找，就在电信隔壁，简直就是沙漠里的绿洲。。店员小姐姐颜值都在线，甜品也是。要了两个不同口味的甜甜圈，加上一杯凤梨柠檬茶，整个世界凉爽了，店内环境不错，适合妹子自拍。
,,40,口味：很好 环境：很好 服务：很好 人均：60元,听说珍珠奶茶蛋糕是现在的网红就来吃吃看。周末下午来的，店里只有一桌客人，人不多。蛋糕的选择好少，只有2种，甜甜圈倒是花样蛮多的。珍珠奶茶蛋糕味道一般吧，看上去挺诱人的，拍照还可以。主页上的团购下午茶已经没有了，只能单点哦(´-ω-`)
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,在抖音上看到，正好路过，开门就进来了[偷笑]。本来是要吃爆浆珍珠的，店员说没有了，只有爆浆芝士海盐，随意吧，我这人不讲究。。没想到是现场制作的，大概做了20分钟吧，正好在店里疯狂自拍。很适合拍照的地方，灯光，环境都特别好。夏天进来感觉很凉爽。。爆浆海盐芝士蛋糕面上铺满了坚果碎，那个是杏仁片？我愚昧了蛋糕松软，也没有大惊喜，但是爆浆就非常意外，有一点点咸但能吃出甜味，又不是很甜，吃完一口，总觉得下一口还有惊喜，我是一个不爱甜食的人，居然吃了大半个，不会腻。这就是缘吧！。非常推荐！。服务员小姐姐态度也好，很温和[愉快]
,,40,口味：很好 环境：很好 服务：很好 人均：60元,位置有点偏的小清醒风格甜品店~周日下午来的，店里人也不是很多，还蛮清净的，适合闺蜜小聚聊天，点单的时候说堂吃只有珍珠奶茶蛋糕和海盐芝士蛋糕两种蛋糕了，不过也是冲着珍珠奶茶蛋糕来的嘛~味道还不错，表层还有些焦糖酱，蛋糕软软的，口味没有想象中的甜腻，但是好像没有爆浆诶，我以为蛋糕里面会有酱的呢~大小两个人吃正好~点了一杯茉香芝士奶盖，一杯水果茶，口味一般吧，没什么特别
,,10,口味：好 环境：一般 服务：差 人均：0元,下午两点多到店，除了芝士海盐蛋糕，其他所有的蛋糕就全部卖光了。难道你这是早餐店吗？甜品店下午过来下午茶不是很正常？全卖光是饥饿营销吗？。【芝士海盐蛋糕 69元】芝士味道比较淡，切开不会爆浆哦，只是很单纯的固定在蛋糕表面而已。。味道偏甜偏厚重，蛋糕胚还是蛮软糯的。。点了水果茶，做了好半天才上桌。味道也是很甜。早知道应该要去糖的，不好喝。。服务有点混乱，全程就一个小哥哥跑来跑去又是点餐又是送餐又是打招呼，这样当然会出现忙不过来的情况。。店很小，蓝色主打，洗手间要跑到二楼走过一条很阴暗的走廊。周末没人上班还是有点吓人。。就酱紫，感觉噱头大于本质。
,,30,口味：好 环境：好 服务：好 人均：0元,圈米拉：。这家店关门有点早啊，我才4点到的甜甜圈都没有了，🍩，不行以后开启预约模式吧，不然那么多人都跑空了好么？也有很多人没办法一开门就到啊。而且店铺位置本来就不大便捷也不是地铁口，很多人跑空了什么感受？？？？
,,40,口味：很好 环境：很好 服务：很好 人均：0元,🍩🍩🍩Circles 圈米拉：。网红🍩店没错了，看造型我就愿意特地来一趟拔草哈哈。这家🍩店关门比较早，想去吃的记得一定要趁早🌚不然真的扑个空噢。不止有甜甜圈，现在还除了奶冻，冰激凌🍨，茶，之外，还出来珍珠蛋糕啊，果然有珍珠的都是爆款ɿ[悠闲]ɾ
,,40,口味：好 环境：一般 服务：非常好,[环境]很可爱的风格适合小女生们来 几个南方的大叔大婶吵死了 店本来就小 不是一桌却也离得很近  建议老板再遇到很吵的客人劝一下毕竟也要兼顾其他客人的感受 。[服务]小姐姐的服务态度都很好。「爆浆珍珠蛋糕」网红蛋糕滴~还是很好吃的 蛋糕里有夹心 不是珍珠就是巧克力。缺点就是太甜了! 不那么甜就完美啦
,,50,口味：很好 环境：非常好 服务：非常好 人均：40元,和朋友小聚 一人点了一杯茶/咖啡 老板娘很亲切 热情的介绍果茶 还说少糖会不好喝～ 。。朋友点了珍珠奶茶蛋糕 薯条 黑松露饭 味道都很不错 就是蛋糕胚有点干 。。整体环境很不错 空调足 背景墙的布置也很好看 很适合和朋友一起拍拍照聊聊天～
,,40,口味：好 环境：好 服务：很好 人均：60元,📍黄陂南路1⃣️号。     今天份甜食boy的日常安利大家一家少女心🍩位置比较显眼位于街道转角处还有🍦出售🙋🏻‍♂️彩虹冰淇淋大家不来心水嘛🤩店内的设计是典型网红少女心。。#红茶奶冻# 。。奶味很重不过份量比较小🙋🏻‍♂️。味道没有想象中那么清苦。店内还有其他几种口味总有一种你喜欢。。推荐指数🌟🌟🌟。。#柠檬蛋糕#。。他们家的招牌🙋🏻‍♂️。口感酸酸甜甜夏天真的是让人觉得很舒适🙋🏻‍♂️。蛋糕上点缀的青柠片也让人眼前一亮。。推荐指数🌟🌟🌟🌟。。#凤梨柠檬茶# 。。是我夏天最中意的口味！。超高的颜值已经凤梨果肉。我中意！。。推荐指数🌟🌟🌟
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,超有少女心的一家店，在电信世界这里路过喝了杯饮料，味道超赞。买了个五寸的芝士蛋糕味道好得不要不要的～。美女老板的态度超Nice.店里还有许多颜值爆表的甜甜圈，下次有机会一定要尝下，听说中午还有简餐提供。。其实蛮适合朋友聚会拍照的，怪不得是点评上评价第一的网红店。
,,50,口味：非常好 环境：非常好 服务：很好 人均：0元,刚刚找了份新工作，离它家很近，不仔细的看。有可能会错过，下午时分客人不多，可以坐在小角落里吃块小蛋糕🍰+一杯咖啡☕️，看看书，一下子就感觉在炎炎夏日里还是有丝丝凉意哦。看到它家的厨房是开放式的，这样对于卫生有点小要求的我十分不错，大家可以去的时候先看看有没有团购，有便宜的话还是要的
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,在商务楼里，店面小小的满满ins风，老板娘小姐姐很美哟。价格不贵，一整个蛋糕只要¥69。但是口味也只能说一般…。这个珍珠蛋糕…emmm...简直有点黑暗料理了…太甜了。饮料也很甜…。除了甜品还有一些简餐。五星是给老板娘的…
,,50,口味：非常好 环境：很好 服务：非常好 人均：0元,粉红系少女心逆袭，把自己萌化的不要不要的。装嫩的心理和心态，复杂又矛盾。在这里突然就肆无忌惮的宣泄了。挑选了贵妇式的红丝绒，还在瞟粉色彩糖的甜甜圈，这种吃相和吃货强烈的占有欲，微妙又不能自持。左拥右抱萌物，嘴抿水果味甜而不腻的红丝绒，那种幸福感和满足感，开始飘飘欲仙了
